sofifa_id,player_url,short_name,long_name,matching_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
193747,https://sofifa.com/player/193747/jorge-resurreccion/220002,Koke,Jorge Resurrección Merodio,koke,"CM, CDM",85,85,52500000,90000,29,1992-01-08,176,75,240,Atlético de Madrid,Spain Primera Division,1,RCM,6,,2011-01-01,2024,45,Spain,1362,RCM,8,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,107600000,#Playmaker ,"Leadership, Playmaker (AI), Team Player",70,75,85,81,79,80,85,72,61,86,56,80,85,76,84,83,72,69,73,88,82,83,59,93,75,80,79,83,83,86,67,86,82,81,70,14,12,5,10,13,,77+3,77+3,77+3,80,81,81,81,80,82+3,82+3,82+3,82+3,84+1,84+1,84+1,82+3,82+3,83+2,83+2,83+2,82+3,80+3,77+3,77+3,77+3,80+3,20+3,https://cdn.sofifa.net/players/193/747/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
205498,https://sofifa.com/player/205498/luiz-frello-filho-jorge/220002,Jorginho,Luiz Frello Filho Jorge,jorginho,"CM, CDM",85,85,52500000,170000,29,1991-12-20,180,68,5,Chelsea,English Premier League,1,LCM,5,,2018-07-16,2023,27,Italy,1343,CM,8,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,97100000,#Playmaker ,Playmaker (AI),55,67,86,81,73,73,75,64,56,92,71,79,75,76,89,87,61,50,77,82,72,71,58,87,66,62,79,81,69,88,91,81,67,81,71,14,7,13,14,8,,70+2,70+2,70+2,76,76,76,76,76,80+2,80+2,80+2,78+2,84+1,84+1,84+1,78+2,78+2,82+2,82+2,82+2,78+2,76+2,73+2,73+2,73+2,76+2,19+2,https://cdn.sofifa.net/players/205/498/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/220002,Gabriel Jesus,Gabriel Fernando de Jesus,gabriel-jesus,ST,83,87,52500000,150000,24,1997-04-03,175,73,10,Manchester City,English Premier League,1,SUB,9,,2016-08-03,2023,54,Brazil,,,,Right,3,4,2,High/Medium,Unique,Yes,101100000,"#Dribbler, #Acrobat","Flair, Chip Shot (AI), Technical Dribbler (AI)",84,81,72,86,39,73,66,84,77,77,77,86,76,54,66,86,87,82,91,86,87,82,79,79,69,76,73,32,87,77,75,79,45,30,28,13,8,6,6,15,,83+2,83+2,83+2,82,83,83,83,82,82+2,82+2,82+2,81+2,74+2,74+2,74+2,81+2,62+2,60+2,60+2,60+2,62+2,58+2,54+2,54+2,54+2,58+2,19+2,https://cdn.sofifa.net/players/230/666/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
241852,https://sofifa.com/player/241852/moussa-diaby/220002,M. Diaby,Moussa Diaby,moussa-diaby,"LW, RW",81,88,52500000,52000,21,1999-07-07,170,68,32,Bayer 04 Leverkusen,German 1. Bundesliga,1,RM,19,,2019-07-01,2025,18,France,1335,SUB,11,Left,2,4,2,High/Low,Normal (170-),No,99800000,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Technical Dribbler (AI)",94,67,73,85,41,53,75,73,28,78,63,87,66,41,70,82,96,92,92,77,93,73,62,70,44,54,51,48,77,76,42,75,46,35,46,8,9,8,8,14,,71+2,71+2,71+2,81,78,78,78,81,79+2,79+2,79+2,80+2,73+2,73+2,73+2,80+2,66+2,60+2,60+2,60+2,66+2,62+2,49+2,49+2,49+2,62+2,17+2,https://cdn.sofifa.net/players/241/852/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
192984,https://sofifa.com/player/192984/koen-casteels/220002,K. Casteels,Koen Casteels,koen-casteels,GK,86,87,52000000,88000,29,1992-06-25,197,86,175,VfL Wolfsburg,German 1. Bundesliga,1,GK,1,,2015-01-21,2024,7,Belgium,,,,Left,2,1,3,Medium/Medium,Normal (185+),Yes,92300000,,Comes For Crosses,,,,,,,15,15,14,35,13,14,20,13,37,23,44,46,50,83,43,60,58,44,72,18,33,16,15,42,20,40,11,19,17,85,83,80,84,87,45,32+3,32+3,32+3,29,31,31,31,29,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,29+3,32+3,32+3,32+3,29+3,29+3,29+3,29+3,29+3,29+3,84+3,https://cdn.sofifa.net/players/192/984/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/be.png
183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,eden-hazard,LW,85,85,52000000,240000,30,1991-01-07,175,74,243,Real Madrid CF,Spain Primera Division,1,LW,7,,2019-07-01,2024,7,Belgium,1325,LF,10,Right,4,4,4,Medium/Medium,Unique,Yes,106600000,#Dribbler,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84,80,82,88,35,63,77,78,61,85,82,89,83,79,81,88,86,82,87,79,89,82,55,77,61,77,54,41,83,84,87,89,34,27,22,11,12,6,8,8,,79+3,79+3,79+3,84,83,83,83,84,84+1,84+1,84+1,83+2,78+3,78+3,78+3,83+2,63+3,61+3,61+3,61+3,63+3,58+3,48+3,48+3,48+3,58+3,17+3,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
216460,https://sofifa.com/player/216460/jose-maria-gimenez/220002,J. Giménez,José María Giménez de Vargas,jose-maria-gimenez,CB,84,88,52000000,74000,26,1995-01-20,185,79,240,Atlético de Madrid,Spain Primera Division,1,CB,2,,2013-07-01,2025,60,Uruguay,,,,Right,3,2,2,Medium/High,Normal (185+),Yes,110500000,#Tackling ,"Injury Prone, Dives Into Tackles (AI)",69,45,57,59,86,80,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86,9,11,7,10,15,,58+2,58+2,58+2,55,56,56,56,55,56+2,56+2,56+2,57+2,62+2,62+2,62+2,57+2,72+2,76+2,76+2,76+2,72+2,75+2,84+2,84+2,84+2,75+2,18+2,https://cdn.sofifa.net/players/216/460/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/uy.png
186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,İlkay Gündoğan,ilkay-gundogan,"CM, CDM",85,85,51500000,185000,30,1990-10-24,180,80,10,Manchester City,English Premier League,1,LCM,8,,2016-07-01,2023,21,Germany,1337,SUB,21,Right,4,4,3,High/Medium,Normal (170-185),Yes,95300000,"#Dribbler, #Playmaker, #Complete Midfielder","Injury Prone, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",65,80,85,86,73,72,78,80,50,88,75,86,86,80,85,89,66,65,77,86,77,79,61,74,73,81,70,78,82,86,80,87,76,75,67,11,14,5,5,13,,78+3,78+3,78+3,82,82,82,82,82,84+1,84+1,84+1,82+3,84+1,84+1,84+1,82+3,78+3,80+3,80+3,80+3,78+3,75+3,73+3,73+3,73+3,75+3,19+3,https://cdn.sofifa.net/players/186/942/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
234153,https://sofifa.com/player/234153/carlos-soler-barragan/220002,Carlos Soler,Carlos Soler Barragán,carlos-soler,"CM, RM, LM",81,88,51500000,39000,24,1997-01-02,180,76,461,Valencia CF,Spain Primera Division,1,RM,10,,2015-07-01,2023,45,Spain,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,118500000,,"Early Crosser, Long Shot Taker (AI), Team Player",78,77,82,79,71,71,77,78,56,85,66,80,80,82,82,81,75,80,75,83,73,77,58,81,70,76,65,74,78,81,86,76,67,79,68,6,14,7,13,11,,76+2,76+2,76+2,80,79,79,79,80,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,77+2,77+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,19+2,https://cdn.sofifa.net/players/234/153/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
240950,https://sofifa.com/player/240950/pedro-antonio-pereira-goncalves/220002,Pedro Gonçalves,Pedro António Pereira Gonçalves,pedro-goncalves,"RW, CM",81,88,51500000,19000,23,1998-06-28,173,65,237,Sporting CP,Portuguese Liga ZON SAGRES,1,RW,28,,2020-08-18,2025,38,Portugal,,,,Right,4,4,1,High/Medium,Normal (170-185),Yes,113300000,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",76,81,79,84,56,65,75,84,40,83,79,83,77,72,78,84,77,76,83,84,87,81,43,85,58,76,64,66,84,81,74,86,57,57,50,15,11,15,7,8,,77+2,77+2,77+2,81,81,81,81,81,82+2,82+2,82+2,81+2,80+2,80+2,80+2,81+2,72+2,71+2,71+2,71+2,72+2,68+2,60+2,60+2,60+2,68+2,19+2,https://cdn.sofifa.net/players/240/950/22_120.png,https://cdn.sofifa.net/teams/237/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/pt.png
153079,https://sofifa.com/player/153079/sergio-aguero/220002,S. Agüero,Sergio Leonel Agüero del Castillo,sergio-aguero,ST,87,87,51000000,260000,33,1988-06-02,173,70,241,FC Barcelona,Spain Primera Division,1,ST,19,,2021-07-01,2023,52,Argentina,1369,SUB,9,Right,4,4,4,High/Medium,Unique,Yes,104600000,"#Dribbler, #Clinical Finisher, #Complete Forward","Injury Prone, Chip Shot (AI)",71,89,75,87,33,69,70,93,78,80,85,86,83,73,64,88,75,68,82,89,90,90,78,62,74,83,65,24,91,80,75,91,30,29,24,13,15,6,11,14,,86+1,86+1,86+1,83,85,85,85,83,84+3,84+3,84+3,80+3,75+3,75+3,75+3,80+3,57+3,57+3,57+3,57+3,57+3,54+3,50+3,50+3,50+3,54+3,21+3,https://cdn.sofifa.net/players/153/079/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
228941,https://sofifa.com/player/228941/andre-miguel-valente-da-silva/220002,André Silva,André Miguel Valente da Silva,andre-silva,ST,84,85,51000000,110000,25,1995-11-06,185,84,112172,RB Leipzig,German 1. Bundesliga,1,ST,33,,2021-07-02,2026,38,Portugal,1354,SUB,9,Right,3,4,3,Medium/Medium,Normal (185+),Yes,90500000,#Poacher,Flair,74,84,69,83,45,77,60,87,86,79,84,84,76,33,63,85,77,71,77,86,75,83,88,79,76,78,75,59,87,74,90,84,36,40,21,14,13,7,11,8,,84+1,84+1,84+1,80,83,83,83,80,81+3,81+3,81+3,78+3,76+3,76+3,76+3,78+3,62+3,64+3,64+3,64+3,62+3,60+3,59+3,59+3,59+3,60+3,19+3,https://cdn.sofifa.net/players/228/941/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
206517,https://sofifa.com/player/206517/jack-grealish/220002,J. Grealish,Jack Grealish,jack-grealish,"LW, LM, CAM",84,85,50500000,180000,25,1995-09-10,180,81,10,Manchester City,English Premier League,1,LW,10,,2021-08-05,2027,14,England,1318,SUB,7,Right,3,4,3,High/Medium,Unique,Yes,97200000,#Dribbler,"Flair, Playmaker (AI), Technical Dribbler (AI)",80,76,83,88,46,64,81,77,36,85,72,89,78,74,82,88,81,79,85,79,84,76,36,80,61,80,60,44,81,85,58,88,48,49,43,11,6,11,10,13,,75+3,75+3,75+3,83,82,82,82,83,84+1,84+1,84+1,83+2,80+3,80+3,80+3,83+2,68+3,67+3,67+3,67+3,68+3,64+3,53+3,53+3,53+3,64+3,18+3,https://cdn.sofifa.net/players/206/517/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
225193,https://sofifa.com/player/225193/mikel-merino-zazon/220002,Merino,Mikel Merino Zazón,mikel-merino,CM,83,87,50000000,47000,25,1996-06-22,189,83,457,Real Sociedad,Spain Primera Division,1,RCM,8,,2018-07-12,2025,45,Spain,,,,Left,3,3,1,High/High,Normal (185+),Yes,108800000,,"Flair, Long Shot Taker (AI), Outside Foot Shot",74,78,81,82,82,81,77,79,81,84,58,83,80,69,82,84,73,75,76,84,72,84,81,84,79,78,81,84,78,83,58,80,80,84,76,9,12,9,13,14,,80+2,80+2,80+2,80,81,81,81,80,82+2,82+2,82+2,81+2,83+2,83+2,83+2,81+2,81+2,83+2,83+2,83+2,81+2,81+2,81+2,81+2,81+2,81+2,20+2,https://cdn.sofifa.net/players/225/193/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
183898,https://sofifa.com/player/183898/angel-di-maria/220002,Á. Di María,Ángel Fabián Di María Hernández,angel-di-maria,"RW, LW",87,87,49500000,160000,33,1988-02-14,180,69,73,Paris Saint-Germain,French Ligue 1,1,SUB,11,,2015-08-06,2022,52,Argentina,1369,LW,11,Left,2,5,4,High/Medium,Unique,Yes,91600000,"#Dribbler, #Crosser, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83,81,86,87,48,69,88,79,51,84,78,88,91,88,82,87,83,83,94,84,76,83,73,78,62,86,73,42,84,88,73,86,41,55,52,10,7,11,12,11,,79+3,79+3,79+3,85,84,84,84,85,85+2,85+2,85+2,85+2,81+3,81+3,81+3,85+2,70+3,68+3,68+3,68+3,70+3,67+3,58+3,58+3,58+3,67+3,18+3,https://cdn.sofifa.net/players/183/898/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
215698,https://sofifa.com/player/215698/mike-maignan/220002,M. Maignan,Mike Maignan,mike-maignan,GK,84,89,49500000,45000,25,1995-07-03,191,89,47,AC Milan,Italian Serie A,1,GK,16,,2021-07-01,2026,18,France,1335,SUB,23,Right,4,1,2,Medium/Medium,Normal (185+),No,87900000,,Comes For Crosses,,,,,,,18,15,17,55,16,32,28,16,46,40,49,51,39,82,55,64,74,39,78,20,30,25,15,60,15,65,23,16,19,83,81,85,84,86,50,38+2,38+2,38+2,38,41,41,41,38,43+2,43+2,43+2,41+2,44+2,44+2,44+2,41+2,36+2,40+2,40+2,40+2,36+2,34+2,34+2,34+2,34+2,34+2,83+2,https://cdn.sofifa.net/players/215/698/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
230938,https://sofifa.com/player/230938/franck-yannick-kessie/220002,F. Kessié,Franck Yannick Kessié,franck-yannick-kessie,"CDM, CM",84,86,49500000,51000,24,1996-12-19,183,88,47,AC Milan,Italian Serie A,1,LDM,79,,2019-07-01,2022,108,Côte d'Ivoire,,,,Right,4,3,3,High/High,Normal (170-185),Yes,87900000,"#Engine, #Strength","Solid Player, Leadership, Team Player",78,74,74,80,82,87,66,67,68,83,60,78,58,48,75,84,76,79,72,81,79,84,72,94,86,78,84,84,74,76,89,84,85,84,78,9,11,12,12,10,,76+3,76+3,76+3,77,78,78,78,77,78+3,78+3,78+3,78+3,80+3,80+3,80+3,78+3,81+3,83+3,83+3,83+3,81+3,81+3,81+3,81+3,81+3,81+3,18+3,https://cdn.sofifa.net/players/230/938/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ci.png
222665,https://sofifa.com/player/222665/martin-odegaard/220002,M. Ødegaard,Martin Ødegaard,martin-odegaard,"CAM, CM",82,88,49000000,89000,22,1998-12-17,178,68,1,Arsenal,English Premier League,1,CAM,8,,2021-08-20,2026,36,Norway,1352,RM,10,Left,2,5,3,High/Medium,Lean (170-185),Yes,102900000,,"Solid Player, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77,74,83,84,58,62,84,73,52,83,73,85,81,83,81,85,80,75,85,74,83,76,46,78,56,77,63,65,76,86,63,76,65,49,51,14,15,15,8,10,,74+3,74+3,74+3,81,79,79,79,81,81+3,81+3,81+3,81+3,79+3,79+3,79+3,81+3,72+3,70+3,70+3,70+3,72+3,68+3,60+3,60+3,60+3,68+3,19+3,https://cdn.sofifa.net/players/222/665/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1352/60.png,https://cdn.sofifa.net/flags/no.png
227796,https://sofifa.com/player/227796/christian-pulisic/220002,C. Pulisic,Christian Mate Pulisic,christian-pulisic,"LW, RW, LM",82,88,49000000,120000,22,1998-09-18,177,69,5,Chelsea,English Premier League,1,LW,10,,2019-01-02,2024,95,United States,1387,LW,10,Right,4,4,3,Medium/Medium,Lean (170-185),Yes,100500000,#Dribbler,"Injury Prone, Speed Dribbler (AI)",89,70,73,86,37,59,74,73,50,77,70,88,69,58,59,85,91,87,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14,,75+3,75+3,75+3,81,80,80,80,81,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,64+3,57+3,57+3,57+3,64+3,60+3,49+3,49+3,49+3,60+3,20+3,https://cdn.sofifa.net/players/227/796/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png
205988,https://sofifa.com/player/205988/luke-shaw/220002,L. Shaw,Luke Shaw,luke-shaw,LB,84,86,48500000,140000,25,1995-07-12,181,75,11,Manchester United,English Premier League,1,LB,23,,2014-06-27,2023,14,England,1318,LB,3,Left,2,3,2,High/Medium,Stocky (170-185),Yes,93400000,,"Injury Prone, Early Crosser, Speed Dribbler (AI)",79,54,79,80,81,80,85,44,78,82,56,80,83,54,69,82,76,81,75,82,77,70,83,80,79,54,84,79,78,81,44,83,83,83,79,10,12,13,7,7,,71+2,71+2,71+2,76,75,75,75,76,76+2,76+2,76+2,78+2,78+2,78+2,78+2,78+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,81+2,17+2,https://cdn.sofifa.net/players/205/988/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
229880,https://sofifa.com/player/229880/aaron-wan-bissaka/220002,A. Wan-Bissaka,Aaron Wan-Bissaka,aaron-wan-bissaka,RB,83,87,48500000,115000,23,1997-11-26,183,72,11,Manchester United,English Premier League,1,RB,29,,2019-06-29,2024,14,England,,,,Right,2,4,2,Medium/High,Unique,Yes,93400000,#Tackling ,"Solid Player, Dives Into Tackles (AI)",85,52,69,79,81,75,73,46,51,76,43,80,74,45,58,76,82,88,84,83,72,70,67,81,72,46,78,84,70,66,44,76,78,87,92,9,8,6,8,8,,67+2,67+2,67+2,73,71,71,71,73,72+2,72+2,72+2,74+2,72+2,72+2,72+2,74+2,82+2,78+2,78+2,78+2,82+2,81+2,78+2,78+2,78+2,81+2,16+2,https://cdn.sofifa.net/players/229/880/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
247263,https://sofifa.com/player/247263/edmond-tapsoba/220002,E. Tapsoba,Edmond Fayçal Tapsoba,edmond-tapsoba,CB,81,88,48500000,49000,22,1999-02-02,194,85,32,Bayer 04 Leverkusen,German 1. Bundesliga,1,RCB,12,,2020-01-31,2026,101,Burkina Faso,,,,Right,3,2,2,Medium/High,Normal (185+),No,92200000,#Aerial Threat,"Long Passer (AI), Power Header",75,52,65,69,82,79,39,54,82,81,33,66,46,32,80,72,74,75,67,77,65,74,78,75,81,30,80,83,34,66,77,80,82,84,77,5,10,13,7,15,,64+2,64+2,64+2,62,64,64,64,62,66+2,66+2,66+2,65+2,71+2,71+2,71+2,65+2,73+2,79+2,79+2,79+2,73+2,75+2,81+2,81+2,81+2,75+2,17+2,https://cdn.sofifa.net/players/247/263/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/bf.png
204923,https://sofifa.com/player/204923/marcel-sabitzer/220002,M. Sabitzer,Marcel Sabitzer,marcel-sabitzer,"CM, CDM, CAM",84,85,48000000,110000,27,1994-03-17,178,76,21,FC Bayern München,German 1. Bundesliga,1,SUB,18,,2021-08-30,2025,4,Austria,1322,CAM,9,Right,4,3,3,High/High,Normal (170-185),Yes,82800000,#Distance Shooter,"Injury Prone, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",78,84,81,80,67,78,74,81,60,84,82,79,76,78,81,82,75,81,75,86,80,88,71,85,76,88,77,66,83,83,72,80,71,70,59,11,13,14,15,13,,80+3,80+3,80+3,81,82,82,82,81,82+3,82+3,82+3,81+3,82+3,82+3,82+3,81+3,75+3,76+3,76+3,76+3,75+3,73+3,71+3,71+3,71+3,73+3,21+3,https://cdn.sofifa.net/players/204/923/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
213565,https://sofifa.com/player/213565/thomas-lemar/220002,T. Lemar,Thomas Lemar,thomas-lemar,"LM, CM, RM",83,86,48000000,71000,25,1995-11-12,171,66,240,Atlético de Madrid,Spain Primera Division,1,LCM,11,,2018-07-01,2023,18,France,1335,SUB,8,Left,3,4,3,High/Medium,Lean (170-185),Yes,102000000,"#Dribbler, #Acrobat","Finesse Shot, Technical Dribbler (AI)",82,76,82,86,59,63,83,75,54,83,76,88,85,81,76,86,84,80,88,81,82,79,69,76,55,77,63,66,80,83,68,79,55,59,63,11,15,13,7,14,,77+3,77+3,77+3,83,82,82,82,83,83+3,83+3,83+3,82+3,80+3,80+3,80+3,82+3,74+3,71+3,71+3,71+3,74+3,71+3,63+3,63+3,63+3,71+3,19+3,https://cdn.sofifa.net/players/213/565/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
214997,https://sofifa.com/player/214997/angel-correa/220002,Á. Correa,Ángel Martín Correa,angel-correa,"ST, RM",83,86,48000000,80000,26,1995-03-09,171,70,240,Atlético de Madrid,Spain Primera Division,1,SUB,10,,2014-12-13,2024,52,Argentina,1369,SUB,26,Right,4,4,2,High/Medium,Normal (170-185),Yes,102000000,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",85,83,78,87,49,74,75,85,69,82,80,88,82,65,66,87,86,85,90,84,87,83,49,82,71,86,79,48,84,84,55,76,42,53,44,13,10,9,8,16,,83+2,83+2,83+2,85,85,85,85,85,84+2,84+2,84+2,83+2,79+2,79+2,79+2,83+2,69+2,67+2,67+2,67+2,69+2,66+2,60+2,60+2,60+2,66+2,20+2,https://cdn.sofifa.net/players/214/997/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
220834,https://sofifa.com/player/220834/marco-asensio-willemsen/220002,Marco Asensio,Marco Asensio Willemsen,marco-asensio,"RW, LW",83,86,48000000,190000,25,1996-01-21,182,76,243,Real Madrid CF,Spain Primera Division,1,SUB,11,,2015-07-01,2023,45,Spain,,,,Left,3,4,3,High/Medium,Normal (170-185),Yes,102000000,,Long Shot Taker (AI),82,80,81,83,43,62,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,81+3,77+3,77+3,77+3,81+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,18+3,https://cdn.sofifa.net/players/220/834/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
204963,https://sofifa.com/player/204963/daniel-carvajal-ramos/220002,Carvajal,Daniel Carvajal Ramos,daniel-carvahal,RB,85,85,47500000,210000,29,1992-01-11,173,73,243,Real Madrid CF,Spain Primera Division,1,RB,2,,2013-07-05,2025,45,Spain,,,,Right,3,3,3,High/Medium,Unique,Yes,97400000,,Team Player,80,54,78,80,81,80,82,51,72,83,49,78,76,47,74,83,79,80,79,83,81,68,77,89,74,47,84,81,75,74,45,81,82,82,84,13,13,15,9,15,,71+3,71+3,71+3,76,74,74,74,76,76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,83+2,81+3,81+3,81+3,83+2,82+3,80+3,80+3,80+3,82+3,20+3,https://cdn.sofifa.net/players/204/963/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
